978,0,00,19
978,0,200,227
978,0,2280,2289
978,0,229,368
978,0,3690,3699
978,0,370,638
978,0,6390,6397
978,0,6398000,6399999
978,0,640,644
978,0,6450000,6459999
978,0,646,647
978,0,6480000,6489999
978,0,649,654
978,0,6550,6559
978,0,656,699
978,0,7000,8499
978,0,85000,89999
978,0,900000,900370
978,0,9003710,9003719
978,0,900372,949999
978,0,9500000,9999999
978,1,000,009
978,1,01,02
978,1,030,034
978,1,0350,0399
978,1,040,049
978,1,05,05
978,1,0670000,0699999
978,1,0700,0999
978,1,100,397
978,1,3980,5499
978,1,55000,64999
978,1,6500,6799
978,1,68000,68599
978,1,6860,7139
978,1,714,716
978,1,7170,7319
978,1,7320000,7399999
978,1,74000,76199
978,1,7620,7634
978,1,7635000,7649999
978,1,76500,77499
978,1,7750000,7753999
978,1,77540,77639
978,1,7764000,7764999
978,1,77650,77699
978,1,7770000,7782999
978,1,77830,78999
978,1,7900,7999
978,1,80000,80049
978,1,80050,80499
978,1,80500,83799
978,1,8380000,8384999
978,1,83850,86719
978,1,8672,8675
978,1,86760,86979
978,1,869800,915999
978,1,9160000,9165059
978,1,916506,916869
978,1,9168700,9169079
978,1,916908,919599
978,1,9196000,9196549
978,1,919655,972999
978,1,9730,9877
978,1,987800,991149
978,1,9911500,9911999
978,1,991200,998989
978,1,9989900,9999999
978,2,00,19
978,2,200,349
978,2,35000,39999
978,2,400,486
978,2,487000,494999
978,2,495,495
978,2,4960,4966
978,2,49670,49699
978,2,497,527
978,2,5280,5299
978,2,530,699
978,2,7000,8399
978,2,84000,89999
978,2,900000,919799
978,2,91980,91980
978,2,919810,919942
978,2,9199430,9199689
978,2,919969,949999
978,2,9500000,9999999
978,3,00,02
978,3,030,033
978,3,0340,0369
978,3,03700,03999
978,3,04,19
978,3,200,389
978,3,39,39
978,3,400,688
978,3,68900,69499
978,3,6950,8499
978,3,85000,89999
978,3,900000,949999
978,3,9500000,9539999
978,3,95400,96999
978,3,9700000,9849999
978,3,98500,99959
978,3,9996,9999
978,4,00,19
978,4,200,699
978,4,7000,8499
978,4,85000,89999
978,4,900000,949999
978,4,9500000,9999999
978,5,00000,00499
978,5,0050,0099
978,5,01,19
978,5,200,361
978,5,3620,3623
978,5,36240,36299
978,5,363,420
978,5,4210,4299
978,5,430,430
978,5,4310,4399
978,5,440,440
978,5,4410,4499
978,5,450,603
978,5,6040000,6049999
978,5,605,699
978,5,7000,8499
978,5,85000,89999
978,5,900000,909999
978,5,91000,91999
978,5,9200,9299
978,5,93000,94999
978,5,9500000,9500999
978,5,9501,9799
978,5,98000,98999
978,5,9900000,9909999
978,5,9910,9999
978,600,00,09
978,600,100,499
978,600,5000,8999
978,600,90000,98679
978,600,9868,9929
978,600,993,995
978,600,99600,99999
978,601,00,19
978,601,200,699
978,601,7000,7999
978,601,80000,84999
978,601,85,99
978,602,00,06
978,602,0700,1399
978,602,14000,14999
978,602,1500,1699
978,602,17000,19999
978,602,200,499
978,602,50000,53999
978,602,5400,5999
978,602,60000,61999
978,602,6200,6999
978,602,70000,74999
978,602,7500,9499
978,602,95000,99999
978,603,00,04
978,603,05,49
978,603,500,799
978,603,8000,8999
978,603,90000,99999
978,604,0,2
978,604,300,399
978,604,40,46
978,604,470,497
978,604,4980,4999
978,604,50,89
978,604,900,979
978,604,9800,9999
978,605,00,02
978,605,030,039
978,605,04,05
978,605,06000,06999
978,605,07,09
978,605,100,199
978,605,2000,2399
978,605,240,399
978,605,4000,5999
978,605,60000,74999
978,605,7500,7999
978,605,80000,89999
978,605,9000,9999
978,606,000,099
978,606,10,49
978,606,500,799
978,606,8000,9099
978,606,910,919
978,606,92000,95999
978,606,9600,9749
978,606,975,999
978,607,00,39
978,607,400,588
978,607,5890,5929
978,607,59300,59999
978,607,600,694
978,607,69500,69999
978,607,700,749
978,607,7500,9499
978,607,95000,99999
978,608,0,0
978,608,10,19
978,608,200,449
978,608,4500,6499
978,608,65000,69999
978,608,7,9
978,609,00,39
978,609,400,799
978,609,8000,9499
978,609,95000,99999
978,612,00,29
978,612,300,399
978,612,4000,4499
978,612,45000,49999
978,612,5000,5149
978,613,0,9
978,614,00,39
978,614,400,799
978,614,8000,9499
978,614,95000,99999
978,615,00,09
978,615,100,499
978,615,5000,7999
978,615,80000,89999
978,616,00,19
978,616,200,699
978,616,7000,8999
978,616,90000,99999
978,617,00,49
978,617,500,699
978,617,7000,8999
978,617,90000,99999
978,618,00,19
978,618,200,499
978,618,5000,7999
978,618,80000,99999
978,619,00,14
978,619,150,699
978,619,7000,8999
978,619,90000,99999
978,620,0,9
978,621,00,29
978,621,400,599
978,621,8000,8999
978,621,95000,99999
978,622,00,10
978,622,200,424
978,622,5200,8499
978,622,90000,99999
978,623,00,09
978,623,110,519
978,623,5250,8799
978,623,88000,99999
978,624,00,04
978,624,200,249
978,624,5000,6699
978,624,93000,99999
978,625,00,01
978,625,365,442
978,625,44300,44499
978,625,445,449
978,625,6000,7793
978,625,77940,77949
978,625,7795,8499
978,625,94000,99999
978,626,00,04
978,626,300,499
978,626,7000,7999
978,626,95000,99999
978,627,30,31
978,627,500,524
978,627,7500,7999
978,627,94500,94649
978,628,00,09
978,628,500,549
978,628,7500,8499
978,628,95000,99999
978,629,00,02
978,629,470,499
978,629,7500,7999
978,629,96500,99999
978,630,300,349
978,630,6500,6849
978,631,00,09
978,631,300,399
